La8Ni4O17,mp-556203,-2.973591409956896
La8Ni4O17,mp-1373346,-1.1890510047844827
La2NiO4,mp-690517,-2.921735178571429
La4Ni3O10,mp-558316,-2.7177251054411755
La2NiO4,mp-20143,-3.067179655000001
La2NiO4,mp-21326,-3.039959007857143
La18Ni12O41,mp-867986,-2.8242973619542258
La2Ni2O5,mp-1076121,-2.6034998854166664
La12Ni6O25,mp-37843,-3.005292560901162
La4NiO8,mp-510747,-3.0992168638461544
LaNiO3,mp-1075921,-2.4372900402499993
La2Ni2O5,mp-554186,-2.4931143545833336
La15(NiO4)8,mp-1178158,-2.960377950272728
La9Ni6O19,mp-1223566,-2.777920788566176
LaNiO3,mp-1278441,-2.4288978522500004
La24Ni16O55,mp-1178319,-2.7856417327500003
La8Ni4O17,mp-881290,-1.5121624444396546
LaNiO2,mp-20392,-2.365534120624999
LaNiO3,mp-19339,-2.47246809625
La9Ni5O19,mp-757549,-2.934737888219696
La18Ni12O41,mp-675339,-2.351417363080986
La3(NiO3)2,mp-551749,-2.7724256861363625
La4Ni3O10,mp-19298,-2.702687883970589
La2NiO4,mp-21874,-3.0691197042857143
La24Ni12O49,mp-759094,-3.033149155397058
LaNiO3,mp-1284950,-2.45257952275
La8Ni4O17,mp-752599,-2.9704611078879313
La4Ni3O8,mp-557939,-2.6773700079999996
La16Ni8O33,mp-867595,-3.021541598223685
La3Ni2O7,mp-18926,-2.8244535846875003
La2Ni2O5,mp-19073,-2.54272501375
