0,1,2,3,4,5,6,7,8,9
La,Sn,Rh,O,,,,,,
N,Cl,Bi,O,K,O,,,,
Na,Sn,F,O,,,,,,
Ba,Bi,Ir,O,O,,,,,
V,P,C,O,,,,,,
Zr,Cr,Si,O,,,,,,
Ba,Cr,O,O,,,,,,
Cr,La,Al,O,,,,,,
Cr,S,H,O,Cs,O,,,,
O,C,Ba,F,O,,,,,
Te,Nb,Cu,Cs,O,,,,,
Na,Ni,F,O,,,,,,
Li,P,H,O,O,,,,,
Nd,P,O,Na,O,,,,,
Sr,Nb,O,O,,,,,,
Gd,Sb,Pd,O,,,,,,
La,Al,Ru,O,,,,,,
Ti,Li,P,O,O,,,,,
Nb,Ga,Ni,O,,,,,,
Ba,La,Sc,O,O,,,,,
Al,Zn,H,O,F,O,,,,
In,As,Pt,O,,,,,,
Nd,Ga,Pt,O,,,,,,
Rb,O,O,,,,,,,
V,Cu,Se,O,,,,,,
K,Cu,C,O,F,O,,,,
Na,U,Cr,O,O,,,,,
Cu,Br,O,,,,,,,
Hf,As,Ru,O,,,,,,
Li,Sn,H,Se,O,O,,,,
Bi,Pt,Se,O,,,,,,
Sm,In,Ag,O,,,,,,
Cs,Mn,S,O,F,O,,,,
Sr,Co,O,O,,,,,,
Ce,H,C,S,O,O,,,,
Cu,H,C,N,O,O,,,,
Rb,Al,Sb,O,,,,,,
Na,Si,O,O,,,,,,
Sr,As,O,,,,,,,
Hf,Cu,O,,,,,,,
Al,Cd,Cl,O,,,,,,
Li,H,B,O,,,,,,
Ba,Ag,O,,,,,,,
Co,Se,O,,,,,,,
Cs,In,O,O,,,,,,
Y,Si,Rh,O,,,,,,
Zr,Co,O,,,,,,,
Na,B,S,O,F,O,,,,
Mg,Cr,O,,,,,,,
Mg,Cu,Ge,S,O,,,,,
Y,Si,O,O,,,,,,
V,Ni,N,O,,,,,,
Gd,Mg,C,O,,,,,,
Nd,Sn,Ir,O,,,,,,
Cu,Mo,O,O,,,,,,
Ni,Ge,Ce,O,,,,,,
Zn,Se,O,O,,,,,,
Mn,Tl,Cl,O,,,,,,
Si,B,H,C,F,O,,,,
Na,Ta,O,O,,,,,,
Al,P,H,O,O,,,,,
Nb,N,O,,,,,,,
Ca,B,Cl,O,O,,,,,
Zn,Si,H,C,Cl,O,O,,,
Na,Zr,Zn,F,O,,,,,
Be,Ni,O,,,,,,,
Ca,Zr,Ge,O,O,,,,,
K,Ag,C,O,O,,,,,
Nb,Te,I,O,O,,,,,
Fe,P,H,O,O,,,,,
O,C,Cs,O,,,,,,
Pr,Ru,O,,,,,,,
V,Zn,O,O,,,,,,
Sr,U,I,O,O,,,,,
Mg,P,H,O,O,,,,,
Nb,As,O,,,,,,,
Mg,Li,Ba,P,O,O,,,,
Li,Ge,B,O,O,,,,,
Lu,Fe,O,O,,,,,,
K,Ce,Cu,Te,O,,,,,
Ca,O,O,,,,,,,
Nb,Co,As,O,,,,,,
N,Fe,C,K,Cs,O,,,,
Ca,In,N,O,,,,,,
Pd,F,O,,,,,,,
Rb,H,O,F,O,,,,,
Sb,N,O,O,,,,,,
Ba,N,O,,,,,,,
Li,S,N,O,,,,,,
Ta,Ge,O,,,,,,,
Ba,Fe,S,O,,,,,,
Be,P,O,,,,,,,
Mn,Si,O,,,,,,,
K,V,H,Se,O,O,,,,
Sm,Fe,Si,O,,,,,,
Pr,Fe,O,,,,,,,
Sc,Tl,Te,O,,,,,,
N,Sn,Cu,H,O,O,,,,
Tb,Al,Ni,O,,,,,,
Be,C,O,,,,,,,
Mo,Pb,S,O,,,,,,
Zn,P,O,O,,,,,,
Cl,Al,B,Na,Ba,O,O,,,
Si,Ce,Ni,O,,,,,,
Ba,Sm,Zn,O,O,,,,,
Nd,Cu,O,,,,,,,
Dy,In,O,,,,,,,
Cu,Pd,O,,,,,,,
H,O,O,,,,,,,
Hf,Re,Si,O,,,,,,
Pd,Nd,In,O,,,,,,
Cs,Nb,Cl,O,O,,,,,
Ho,In,O,,,,,,,
Ba,Zr,O,O,,,,,,
Sr,Li,Si,N,O,O,,,,
Nb,N,O,O,,,,,,
U,As,O,Cs,O,,,,,
Fe,Te,Cl,O,,,,,,
Ge,Sr,O,B,O,,,,,
O,Te,P,H,K,O,,,,
Cd,C,O,O,,,,,,
K,Cr,O,O,,,,,,
La,P,Au,O,O,,,,,
Al,Au,O,,,,,,,
Ca,N,O,,,,,,,
Mg,O,Mo,H,K,O,,,,
Te,Mo,I,O,,,,,,
H,C,N,O,O,,,,,
Sc,Fe,C,O,,,,,,
Zr,Co,H,O,,,,,,
La,P,O,K,O,,,,,
K,Cd,Sn,Se,O,,,,,
Na,Fe,B,P,H,O,O,,,
Si,B,P,H,C,N,O,,,
Tb,In,Co,O,,,,,,
K,B,Se,O,O,,,,,
Y,Sn,O,,,,,,,
Pr,Zn,O,,,,,,,
Zr,Cu,Sb,O,,,,,,
Ge,Ru,O,,,,,,,
N,O,O,,,,,,,
H,O,C,Zn,O,,,,,
Dy,Hf,O,O,,,,,,
Na,Mg,C,Cl,O,O,,,,
Dy,Tl,Zn,O,,,,,,
Mg,Si,O,O,,,,,,
H,C,Br,Cl,F,O,,,,
Ho,Al,Ni,O,,,,,,
K,Mo,P,O,O,,,,,
N,Li,C,B,O,,,,,
Li,Cr,F,O,,,,,,
Eu,O,,,,,,,,
N,Al,F,O,,,,,,
S,H,O,Cs,Rh,O,,,,
Fe,Sr,O,Cu,O,,,,,
Mn,As,O,Ba,O,,,,,
B,Ru,O,,,,,,,
K,Ce,Nb,O,O,,,,,
Si,C,N,O,,,,,,
Tb,Mn,O,O,,,,,,
Rb,Cu,Sn,S,O,,,,,
Ta,Ni,Te,Se,O,,,,,
Na,Fe,P,H,O,O,,,,
K,Li,H,O,O,,,,,
Co,Si,O,,,,,,,
N,S,U,O,C,O,,,,
Gd,Co,Cl,O,,,,,,
H,C,N,Cl,O,O,,,,
Ba,Ga,Bi,Se,O,,,,,
V,Ag,P,S,O,,,,,
K,Te,O,F,O,,,,,
Rb,C,O,,,,,,,
La,Cd,In,S,O,,,,,
Co,H,C,N,O,O,,,,
Li,Si,Ag,O,,,,,,
Ba,Tl,Cu,Hg,O,O,,,,
Fe,Tb,Al,O,,,,,,
Ti,Pt,O,,,,,,,
Ag,P,S,Rb,O,,,,,
N,S,Te,C,I,O,,,,
W,N,Cl,O,,,,,,
Nd,Sn,Au,O,,,,,,
Sn,Sr,Cu,O,,,,,,
P,O,Nb,Tl,O,,,,,
Zn,S,O,,,,,,,
Yb,Pr,S,O,,,,,,
Al,Tl,F,O,,,,,,
Yb,Te,O,,,,,,,
Sr,Fe,W,O,O,,,,,
Rb,P,H,O,O,,,,,
Er,Ge,Rh,O,,,,,,
Ho,N,O,,,,,,,
Mg,Ge,Ba,O,,,,,,
Na,Zr,Ti,O,C,O,,,,
V,H,Pb,Se,O,O,,,,
Co,B,P,O,,,,,,
P,Pd,O,,,,,,,
Li,Ru,O,Na,O,,,,,
Er,Te,O,,,,,,,
Ca,Si,B,H,O,O,,,,
Sr,O,O,,,,,,,
Ba,Al,B,O,O,,,,,
N,Co,Cl,H,O,C,O,,,
Mg,Si,B,Ir,O,,,,,
Cd,Si,P,H,C,Br,O,,,
Ca,O,,,,,,,,
Tm,V,O,O,,,,,,
Cu,H,C,S,N,Cl,O,,,
Tc,S,O,F,O,,,,,
Si,O,Na,Al,O,,,,,
W,O,,,,,,,,
Ag,I,O,O,,,,,,
Hg,O,Cl,O,,,,,,
Al,O,,,,,,,,
Er,Ni,C,O,,,,,,
Li,Mo,S,O,,,,,,
F,O,,,,,,,,
La,Ti,Se,O,O,,,,,
Lu,Al,Mo,O,,,,,,
Gd,Cr,C,O,,,,,,
Ta,Pd,O,,,,,,,
V,P,H,C,N,O,O,,,
Sm,H,S,O,O,,,,,
Te,Rh,I,O,,,,,,
Tb,Pt,O,,,,,,,
N,Pd,Cl,O,,,,,,
Eu,Cu,Sn,S,O,,,,,
Fe,P,H,O,O,,,,,
K,Pr,I,O,,,,,,
Lu,Rh,C,O,,,,,,
Ce,V,O,O,,,,,,
Na,Gd,O,O,,,,,,
Eu,H,Ru,O,,,,,,
Se,Br,O,,,,,,,
U,Al,Ni,O,,,,,,
N,H,P,O,O,,,,,
Cr,P,O,O,,,,,,
Nd,Mn,Se,O,O,,,,,
Cs,P,O,O,,,,,,
V,Sn,Rh,O,,,,,,
Sn,S,O,O,,,,,,
P,H,Br,N,O,,,,,
Er,P,O,K,O,,,,,
N,Si,H,O,C,O,,,,
Na,V,P,N,O,O,,,,
Ce,Zr,Se,O,,,,,,
O,Br,Hg,O,,,,,,
Na,Pb,I,O,O,,,,,
Cs,Sb,H,O,O,,,,,
H,C,N,Cl,O,,,,,
Rb,Ca,F,O,,,,,,
K,Eu,I,O,,,,,,
Li,B,Nd,O,Cs,O,,,,
Mn,F,O,,,,,,,
Ta,Te,O,,,,,,,
Sb,H,S,N,O,,,,,
Cs,Ni,F,O,,,,,,
Cu,Sn,Au,O,,,,,,
Tm,Ir,O,,,,,,,
B,H,C,S,O,,,,,
Ca,Fe,Cl,O,O,,,,,
Mn,B,O,O,,,,,,
Eu,As,O,,,,,,,
Co,S,H,O,K,O,,,,
Mn,Cu,Si,Se,O,,,,,
Cs,Si,P,O,,,,,,
Cs,Tb,S,O,,,,,,
Zr,Ni,O,,,,,,,
Hf,Cd,Ag,F,O,,,,,
Na,H,C,O,O,,,,,
O,C,K,Co,O,,,,,
Pu,Ga,O,,,,,,,
Sm,Zn,O,,,,,,,
Nd,Sn,N,O,,,,,,
Cs,U,P,O,O,,,,,
Zr,Ni,Sb,O,,,,,,
Na,Co,O,O,,,,,,
Co,O,O,,,,,,,
Cr,Si,Ag,O,O,,,,,
Cs,H,O,O,,,,,,
Cs,Ho,Si,S,O,,,,,
Ba,Ce,O,O,,,,,,
K,Mo,S,O,,,,,,
Na,Sr,P,C,O,O,,,,
Se,Cl,O,,,,,,,
Te,H,O,O,,,,,,
Al,Pt,O,,,,,,,
K,Pb,O,O,,,,,,
Sb,I,O,O,,,,,,
In,O,F,O,,,,,,
Nb,Co,S,O,,,,,,
Pa,Be,O,,,,,,,
Na,Er,Cl,O,,,,,,
Eu,P,O,,,,,,,
Si,Li,Mn,O,K,O,,,,
U,P,O,O,,,,,,
Li,Dy,O,O,,,,,,
Tm,Ga,Pt,O,,,,,,
Mo,Te,K,O,,,,,,
Ag,C,Br,N,O,,,,,
Li,O,S,Rb,O,,,,,
Ge,Bi,O,O,,,,,,
Te,Bi,Ge,O,,,,,,
Tl,Se,Cl,O,,,,,,
Ti,Al,O,,,,,,,
Zn,Co,P,O,O,,,,,
Li,Zn,Sn,O,,,,,,
Th,Al,O,,,,,,,
Mo,P,O,Cs,O,,,,,
Cd,P,O,,,,,,,
Cs,Ge,Se,O,,,,,,
Cu,S,O,,,,,,,
W,Sm,O,Tl,O,,,,,
Er,H,Cl,O,O,,,,,
Mn,Na,U,H,O,C,O,,,
K,O,Cl,Cs,O,,,,,
Er,Zn,Ni,O,,,,,,
Ce,O,,,,,,,,
O,Co,Sb,O,,,,,,
Ca,As,Cl,O,,,,,,
Ge,Os,Tm,O,,,,,,
K,Sb,O,O,,,,,,
Lu,Bi,I,O,O,,,,,
Ho,Cu,S,O,,,,,,
Cd,I,O,,,,,,,
Cu,Se,Cl,O,,,,,,
Mg,Al,B,Ir,O,,,,,
Hg,N,O,O,,,,,,
H,Se,N,O,O,,,,,
Ba,Ga,As,O,,,,,,
Co,Ce,Al,O,,,,,,
Ta,Te,O,,,,,,,
Cr,Gd,Al,O,,,,,,
As,H,C,O,O,,,,,
Ba,Si,N,O,O,,,,,
Fe,Ge,Yb,O,,,,,,
Ho,Cr,Te,O,O,,,,,
Sn,P,O,O,,,,,,
N,O,S,O,,,,,,
La,O,O,,,,,,,
Yb,As,O,,,,,,,
K,Mn,H,Cl,O,O,,,,
Cd,Se,O,,,,,,,
Lu,Co,P,O,,,,,,
Cs,Ti,Ag,Se,O,,,,,
Cs,Mo,P,O,O,,,,,
Zr,Cu,O,,,,,,,
Ho,B,Mo,O,,,,,,
Eu,O,,,,,,,,
Nd,Fe,C,O,,,,,,
Mn,Ge,C,O,,,,,,
Ca,V,O,Cu,O,,,,,
P,O,Sr,Zn,O,,,,,
H,Ru,O,C,O,,,,,
Sc,Si,Ni,O,,,,,,
Na,Cd,Ir,O,O,,,,,
Ba,Sb,N,O,,,,,,
Ce,Cu,Si,S,O,,,,,
K,Ti,O,O,,,,,,
Pd,Dy,In,O,,,,,,
Mg,Si,Gd,Na,F,O,O,,,
La,Ni,As,O,O,,,,,
Lu,Fe,C,O,,,,,,
Mg,Ni,O,,,,,,,
Mn,Fe,Re,O,O,,,,,
Sm,Zn,In,O,,,,,,
Gd,Nb,S,O,O,,,,,
Y,Al,O,O,,,,,,
K,Dy,H,S,O,O,,,,
Er,Te,O,,,,,,,
Ba,Ta,Bi,O,O,,,,,
N,Si,La,O,,,,,,
Ba,Sb,F,O,,,,,,
In,Co,N,O,,,,,,
Sn,H,O,Ba,O,,,,,
Rb,Gd,Cu,S,O,,,,,
Hg,O,,,,,,,,
Ba,Sn,O,,,,,,,
Ce,O,O,,,,,,,
Ba,Pr,Cu,O,O,,,,,
N,S,F,O,K,O,,,,
K,Pr,Cl,O,O,,,,,
K,Th,F,O,,,,,,
Er,F,O,,,,,,,
Ba,La,Fe,S,O,,,,,
Pr,Cu,Sn,O,,,,,,
Ho,Ag,Ge,O,,,,,,
Hf,Sb,O,,,,,,,
N,Ag,O,Ce,O,,,,,
Fe,P,O,O,,,,,,
Mo,H,O,C,O,,,,,
Li,La,Ti,O,O,,,,,
Ti,Ni,Sn,O,,,,,,
Nb,P,O,O,,,,,,
Ba,Os,Cl,O,O,,,,,
La,Er,S,O,,,,,,
Sr,Zn,O,,,,,,,
K,Al,Ge,O,O,,,,,
Ce,P,O,O,,,,,,
Tl,V,Cu,O,O,,,,,
N,S,Sn,H,C,O,,,,
H,Ru,C,N,O,O,,,,
Ba,As,O,,,,,,,
Cr,Si,O,,,,,,,
Li,Al,H,O,,,,,,
Pu,Ru,O,,,,,,,
Lu,Ir,O,,,,,,,
Mg,Ge,Ce,O,,,,,,
Ba,Mn,Fe,F,O,,,,,
La,Cu,S,O,,,,,,
Zr,V,F,O,,,,,,
U,Ge,Te,O,,,,,,
Sr,U,O,O,,,,,,
Sm,Co,S,Te,O,O,,,,
Si,Sn,Pd,O,,,,,,
Ca,O,,,,,,,,
Fe,Bi,S,Br,O,,,,,
Tb,Mg,O,,,,,,,
Rb,I,O,O,,,,,,
Y,S,Ba,O,,,,,,
La,Ge,O,O,,,,,,
Be,Ag,O,,,,,,,
Eu,S,Ga,O,,,,,,
Ho,Ag,Se,O,,,,,,
Cs,I,Cl,O,,,,,,
H,C,N,O,O,,,,,
Te,Ir,Cl,O,,,,,,
Nd,Mo,O,O,,,,,,
Tb,Sb,O,,,,,,,
Ge,Mn,Tm,O,,,,,,
Ho,Co,Ge,O,,,,,,
Y,Ru,Sn,O,,,,,,
Ba,Pb,O,,,,,,,
Cu,Sb,S,O,,,,,,
Ba,Si,I,O,,,,,,
Bi,B,Pb,O,O,,,,,
Li,Ni,O,O,,,,,,
Al,Ga,Cl,O,,,,,,
Hf,Cu,Pb,O,,,,,,
Si,Na,H,O,O,,,,,
N,Co,Na,C,Rb,O,,,,
Dy,Cu,Sb,O,,,,,,
Yb,Pt,O,,,,,,,
Cl,O,O,,,,,,,
Lu,Sn,O,,,,,,,
Y,Si,Ru,O,,,,,,
Ba,Al,Ge,O,,,,,,
W,Fe,Cl,O,,,,,,
Na,B,Pt,O,,,,,,
Ta,B,O,,,,,,,
Sr,B,Br,O,O,,,,,
P,O,Cu,Ce,O,,,,,
Rb,U,W,O,O,,,,,
Mg,Mn,Ni,O,,,,,,
Sr,Ti,As,O,F,O,,,,
Si,O,Na,Co,O,,,,,
Zr,Ga,Pd,O,,,,,,
Eu,Si,O,,,,,,,
K,Sn,Sb,F,O,,,,,
Zr,Tl,Cu,S,O,,,,,
Mg,H,S,O,O,,,,,
Sn,P,H,C,In,O,,,,
K,V,S,Cu,O,,,,,
Pr,Br,O,,,,,,,
Nb,Ag,O,O,,,,,,
Li,Mo,Nd,O,K,O,,,,
Ti,Ga,Ni,O,,,,,,
Ca,P,O,Bi,O,,,,,
Nd,Sn,O,,,,,,,
Cs,U,Cl,O,O,,,,,
Ti,Sn,H,O,,,,,,
Si,Mg,Al,Fe,Y,O,,,,
Na,Au,O,O,,,,,,
Yb,Cu,Bi,O,,,,,,
Pr,Fe,Si,O,,,,,,
Fe,P,O,O,,,,,,
H,Se,O,O,,,,,,
Sr,Ga,B,O,O,,,,,
Li,Nd,Si,O,,,,,,
Pu,B,Os,O,,,,,,
Ce,Nb,O,O,,,,,,
Fe,Li,O,Se,O,,,,,
Mn,P,H,O,O,,,,,
Ba,H,C,O,O,,,,,
Ce,Si,O,,,,,,,
Gd,B,Ir,O,,,,,,
Ba,Yb,Si,O,O,,,,,
Cs,Ge,Br,O,,,,,,
Yb,Be,Si,Ni,O,O,,,,
Dy,Pb,Au,O,,,,,,
Rb,Sb,S,O,,,,,,
Sb,H,C,S,Cl,O,O,,,
Cu,Te,O,O,,,,,,
Ca,O,Cl,O,,,,,,
V,Cr,S,O,,,,,,
Zr,Ru,N,O,,,,,,
Tl,Se,U,H,O,O,,,,
Cu,As,P,S,Cl,O,,,,
Ti,Co,Si,O,,,,,,
Ca,Si,O,,,,,,,
Hg,Te,O,O,,,,,,
Si,O,S,Na,O,,,,,
Hg,Se,O,O,,,,,,
Tb,Au,O,,,,,,,
Nd,Si,Rh,O,,,,,,
Bi,As,Pb,O,O,,,,,
Sr,Al,S,O,O,,,,,
Fe,O,O,,,,,,,
Re,Si,O,,,,,,,
Cu,H,C,N,Cl,O,,,,
N,Ni,H,O,C,O,,,,
K,Hf,Te,O,,,,,,
Na,P,O,Sn,O,,,,,
N,Te,H,O,C,O,,,,
Mg,Sb,H,F,O,,,,,
Ti,Cu,Hg,O,,,,,,
Dy,Ge,Os,O,,,,,,
La,In,B,O,,,,,,
O,S,Al,O,,,,,,
N,Cl,Mo,O,Cs,O,,,,
Tl,Se,I,O,,,,,,
Na,Ta,N,O,,,,,,
Sm,Co,O,,,,,,,
Ti,P,Cl,O,,,,,,
Th,Hg,O,,,,,,,
Tm,Sn,O,,,,,,,
Ni,P,O,,,,,,,
V,O,O,,,,,,,
N,O,Na,Rb,O,,,,,
N,Na,Mo,Te,H,O,O,,,
Ge,Pb,O,O,,,,,,
Nb,Co,Sn,O,,,,,,
Nd,B,O,,,,,,,
Cs,Cd,Br,O,,,,,,
Ca,Ge,Rh,O,,,,,,
I,O,F,O,,,,,,
Cs,Gd,Si,S,O,,,,,
K,Bi,S,Cu,O,,,,,
K,Sr,U,O,O,,,,,
N,H,C,Ca,O,Br,O,,,
Hg,O,,,,,,,,
Ti,Cd,O,,,,,,,
Fe,O,Se,O,,,,,,
C,Au,S,Cl,O,,,,,
Sm,Ga,Co,O,,,,,,
P,H,Sc,O,O,,,,,
Mg,C,Cl,O,O,,,,,
Tb,Co,Sn,O,,,,,,
Li,Sb,O,O,,,,,,
Nd,Al,Ge,O,,,,,,
Tb,Al,O,,,,,,,
Mn,Be,P,O,O,,,,,
Ti,Ni,Sb,O,,,,,,
Ho,Fe,O,,,,,,,
La,Sn,Pd,O,,,,,,
C,O,O,,,,,,,
Cs,As,O,O,,,,,,
Ca,Ge,O,O,,,,,,
Ni,Eu,Ga,O,,,,,,
Sn,Te,O,,,,,,,
Mg,Si,Ba,O,,,,,,
U,W,C,O,,,,,,
Cs,Sb,S,O,,,,,,
Cr,O,,,,,,,,
Cs,Sm,Mn,Se,O,,,,,
Na,H,Ru,N,O,O,,,,
V,Co,O,P,H,O,,,,
Ca,H,I,O,O,,,,,
Be,H,S,O,O,,,,,
N,F,Sb,Te,H,O,C,O,,
N,S,Cu,H,O,C,O,,,
N,Mn,Cl,H,P,O,C,O,,
Hf,Pb,C,O,,,,,,
Eu,Ni,Ge,O,,,,,,
Fe,Tb,B,O,,,,,,
N,H,O,Zn,O,,,,,
H,C,S,N,O,,,,,
Ce,Sn,O,,,,,,,
Hg,Br,O,,,,,,,
W,Cl,O,,,,,,,
As,Sr,Ga,O,,,,,,
Rb,Nb,O,F,O,,,,,
Pr,Ga,O,,,,,,,
B,Br,O,,,,,,,
Yb,Co,P,O,,,,,,
Y,Ge,O,,,,,,,
P,I,Cu,Se,O,,,,,
Hg,Te,O,O,,,,,,
Nd,Ga,Co,O,,,,,,
Tl,Cu,P,O,O,,,,,
Ba,Sm,Os,O,O,,,,,
K,Li,Al,O,O,,,,,
Li,N,O,,,,,,,
Na,Sn,Ge,O,O,,,,,
Sc,I,O,O,,,,,,
Ca,S,O,O,,,,,,
Yb,Ag,Se,O,,,,,,
Ti,V,Si,O,,,,,,
Cd,P,Cl,O,,,,,,
Sr,Cu,Te,O,O,,,,,
Cu,Pb,I,O,O,,,,,
Ca,Fe,Se,O,O,,,,,
Na,V,O,O,,,,,,
Sr,Sn,Hg,O,,,,,,
C,S,N,Cl,O,,,,,
K,Ta,Te,O,,,,,,
Yb,Ru,Al,O,,,,,,
Sb,Ir,O,,,,,,,
Na,Ti,Cl,O,,,,,,
Y,W,Br,O,O,,,,,
Ti,Pd,O,,,,,,,
Pb,O,O,,,,,,,
Cu,Mo,S,N,O,,,,,
Pr,Cd,Cu,O,,,,,,
Ti,P,Ru,O,,,,,,
Hg,Pt,O,,,,,,,
Lu,Bi,Cl,O,O,,,,,
Al,Cu,O,O,,,,,,
Na,Al,Se,O,,,,,,
Fe,La,Se,Sb,O,,,,,
Tb,Zn,O,,,,,,,
Pr,Ag,O,,,,,,,
Te,Re,Cl,O,,,,,,
Er,Cu,O,O,,,,,,
Nd,Al,N,O,,,,,,
Ca,Zr,Si,O,O,,,,,
Nd,Ge,C,O,,,,,,
Tm,Fe,O,,,,,,,
La,Ru,O,O,,,,,,
Ba,P,O,O,,,,,,
Er,S,F,O,,,,,,
La,Cr,S,O,O,,,,,
Tb,Co,Ga,O,,,,,,
Ti,Ga,O,,,,,,,
N,S,H,O,Zn,O,,,,
Na,V,Cd,O,O,,,,,
Se,O,O,,,,,,,
Dy,Zn,Rh,O,,,,,,
Si,F,Eu,O,K,O,,,,
Ge,O,,,,,,,,
Nd,Cu,Sn,O,,,,,,
N,O,S,F,O,,,,,
Ba,Dy,Fe,O,O,,,,,
Nb,Co,Si,O,,,,,,
Ce,Mg,Ga,O,,,,,,
V,As,O,Ba,O,,,,,
Zr,Co,Si,O,,,,,,
N,Pd,O,Na,O,,,,,
Li,Zn,O,O,,,,,,
B,Os,O,,,,,,,
Zr,Co,Sn,O,,,,,,
Te,C,F,O,,,,,,
Ag,O,I,As,O,,,,,
Cd,B,O,,,,,,,
U,P,H,C,O,O,,,,
Mg,Li,Mo,O,In,O,,,,
La,Cl,O,O,,,,,,
Tc,O,F,O,,,,,,
Dy,Rh,O,,,,,,,
K,Se,O,,,,,,,
Na,Cl,O,O,,,,,,
Li,Si,N,O,,,,,,
K,Rb,Sc,F,O,,,,,
Na,Cu,S,O,,,,,,
Te,P,O,Rb,O,,,,,
Li,Sc,F,O,,,,,,
Dy,In,Rh,O,,,,,,
Ba,Tb,O,O,,,,,,
N,S,F,O,C,Sr,O,,,
Ti,Pb,O,O,,,,,,
Cd,I,O,,,,,,,
Ag,V,Fe,O,K,O,,,,
Hf,P,O,,,,,,,
Sb,Te,O,,,,,,,
Ba,Sn,Hg,O,,,,,,
Ho,Ge,Pt,O,,,,,,
Gd,Re,B,O,,,,,,
Li,V,O,O,,,,,,
N,Si,Ca,Li,O,,,,,
Ba,Si,O,O,,,,,,
Si,Os,Gd,O,,,,,,
Nd,Ge,Rh,O,,,,,,
Y,Cr,S,O,,,,,,
Yb,Ga,Pd,O,,,,,,
Cr,Co,O,,,,,,,
Ce,Rh,O,O,,,,,,
Co,P,H,O,O,,,,,
U,P,N,O,,,,,,
Zn,Te,Mo,O,O,,,,,
U,O,S,Na,O,,,,,
Cs,Cu,Br,O,,,,,,
Mn,Rh,N,O,,,,,,
Ni,H,Th,O,,,,,,
V,Sc,Ga,O,,,,,,
Mo,P,Ru,O,,,,,,
Cs,H,O,O,,,,,,
K,In,H,Cl,O,O,,,,
Ho,Al,O,,,,,,,
Dy,In,Cu,O,,,,,,
Sc,Fe,S,O,,,,,,
Tb,C,O,O,,,,,,
Cs,Re,O,O,,,,,,
Ba,V,O,O,,,,,,
P,H,N,O,O,,,,,
Na,Al,Sb,O,,,,,,
Tl,Cr,O,O,,,,,,
Rb,Li,V,S,O,,,,,
Cs,Ni,Br,O,,,,,,
S,Cl,Sb,H,O,C,O,,,
Mg,H,Os,O,,,,,,
Tb,Os,I,O,,,,,,
Na,Hg,O,,,,,,,
Sr,In,Au,O,,,,,,
Mn,Zn,O,,,,,,,
Yb,Ga,Au,O,,,,,,
Cd,I,O,,,,,,,
Fe,Si,Hf,O,,,,,,
Ce,Ni,C,O,,,,,,
K,Au,I,O,,,,,,
Hf,Ni,Sn,O,,,,,,
Pd,O,K,O,,,,,,
As,Se,O,,,,,,,
Ba,As,Pd,O,,,,,,
U,B,Os,O,,,,,,
U,P,O,O,,,,,,
Sm,Si,Pd,O,,,,,,
Pt,O,C,Rb,O,,,,,
Ba,Gd,Ni,O,O,,,,,
Cr,O,O,,,,,,,
Gd,Zr,Se,O,,,,,,
Pt,F,O,C,Cs,O,,,,
Sr,Zr,Mn,O,O,,,,,
Pu,Se,O,,,,,,,
Ce,Co,Sn,O,,,,,,
La,Si,Ru,O,,,,,,
Rb,H,F,O,,,,,,
Ni,B,Ga,O,,,,,,
Dy,H,C,S,N,O,O,,,
Ba,Li,Cr,F,O,,,,,
Cs,B,C,N,O,F,O,,,
Na,Y,O,B,O,,,,,
V,Cu,As,S,O,,,,,
Si,Y,Pt,O,,,,,,
Mn,H,O,As,O,,,,,
K,Na,Eu,Ta,O,O,,,,
Tb,Ru,O,,,,,,,
Pr,In,N,O,,,,,,
Li,Ga,I,O,,,,,,
Eu,P,Al,O,,,,,,
Nd,P,O,K,O,,,,,
H,Na,Ca,O,C,O,,,,
Eu,Cd,Pd,O,,,,,,
Sr,Zn,Re,O,O,,,,,
Li,O,Cu,Ba,O,,,,,
Zn,P,H,C,N,O,O,,,
N,Be,H,F,O,,,,,
Tb,Mg,O,,,,,,,
Ho,C,Al,O,,,,,,
Ca,S,O,O,,,,,,
In,H,Se,O,O,,,,,
Al,Au,O,,,,,,,
Ba,Ti,O,O,,,,,,
Sb,Cl,O,F,O,,,,,
Yb,Ta,O,O,,,,,,
B,P,O,O,,,,,,
Pr,B,Pt,C,O,,,,,
Nb,O,S,K,O,,,,,
Sr,Zn,O,,,,,,,
Zr,Ni,As,Tm,O,,,,,
Fe,Se,O,O,,,,,,
B,S,Br,O,,,,,,
Ni,Se,O,,,,,,,
In,Sn,Se,O,,,,,,
Ce,O,O,,,,,,,
Yb,V,O,O,,,,,,
Rb,Cl,O,O,,,,,,
Ce,Ge,Os,O,,,,,,
Ba,Pd,O,,,,,,,
Rb,Nb,Ag,S,O,,,,,
Na,Mg,C,Cl,O,O,,,,
Zr,Ge,Mn,O,,,,,,
F,Sb,O,K,As,O,,,,
U,Cr,O,O,,,,,,
Yb,S,Sb,O,,,,,,
Zn,As,O,O,,,,,,
Zr,Se,O,,,,,,,
Al,Os,O,,,,,,,
Ho,Ru,O,,,,,,,
Cd,V,P,O,O,,,,,
N,Au,Na,C,Cs,O,,,,
Y,Mn,Sn,O,,,,,,
Li,Ta,Ge,O,O,,,,,
N,Ca,C,O,,,,,,
Li,Mn,Te,O,,,,,,
Si,Ag,O,O,,,,,,
