LAMMPS data file via write_data, version 29 Oct 2020, timestep = 1

2100 atoms
2 atom types

0.0 33.058 xlo xhi
0.0 33.058 ylo yhi
0.0 100.0 zlo zhi

Masses

1 180.94788
2 15.999

Atoms # full

1 0 1 0.0 0.0 2.0738325584094713e-19 16.529035238973712 0 0 0
3 0 1 0.0 3.3058 1.9092995671841884e-19 16.529035238973712 0 0 0
21 0 1 0.0 2.7083772216873025e-19 3.3058 16.529035238973712 0 0 0
23 0 1 0.0 3.3058 3.3058 16.529035238973712 0 0 0
5 0 1 0.0 6.6116 1.2875891709660946e-19 16.529035238973712 0 0 0
7 0 1 0.0 9.9174 1.6871858102314345e-19 16.529035238973712 0 0 0
25 0 1 0.0 6.6116 3.3058 16.529035238973712 0 0 0
27 0 1 0.0 9.9174 3.3058 16.529035238973712 0 0 0
9 0 1 0.0 13.2232 1.1543902912109814e-19 16.529035238973712 0 0 0
29 0 1 0.0 13.2232 3.3058 16.529035238973712 0 0 0
11 0 1 0.0 16.529 8.583927806440631e-20 16.529035238973712 0 0 0
13 0 1 0.0 19.8348 0.0 16.529035238973712 0 0 0
31 0 1 0.0 16.529 3.3058 16.529035238973712 0 0 0
33 0 1 0.0 19.8348 3.3058 16.529035238973712 0 0 0
15 0 1 0.0 23.1406 1.37638842413617e-19 16.529035238973712 0 0 0
17 0 1 0.0 26.4464 0.0 16.529035238973712 0 0 0
35 0 1 0.0 23.1406 3.3058 16.529035238973712 0 0 0
37 0 1 0.0 26.4464 3.3058 16.529035238973712 0 0 0
19 0 1 0.0 29.752200000000002 0.0 16.529035238973712 0 0 0
39 0 1 0.0 29.752200000000002 3.3058 16.529035238973712 0 0 0
41 0 1 0.0 0.0 6.6116 16.529035238973712 0 0 0
43 0 1 0.0 3.3058 6.6116 16.529035238973712 0 0 0
61 0 1 0.0 0.0 9.9174 16.529035238973712 0 0 0
63 0 1 0.0 3.3058 9.9174 16.529035238973712 0 0 0
45 0 1 0.0 6.6116 6.6116 16.529035238973712 0 0 0
47 0 1 0.0 9.9174 6.6116 16.529035238973712 0 0 0
65 0 1 0.0 6.6116 9.9174 16.529035238973712 0 0 0
67 0 1 0.0 9.9174 9.9174 16.529035238973712 0 0 0
49 0 1 0.0 13.2232 6.6116 16.529035238973712 0 0 0
69 0 1 0.0 13.2232 9.9174 16.529035238973712 0 0 0
51 0 1 0.0 16.529 6.6116 16.529035238973712 0 0 0
53 0 1 0.0 19.8348 6.6116 16.529035238973712 0 0 0
71 0 1 0.0 16.529 9.9174 16.529035238973712 0 0 0
73 0 1 0.0 19.8348 9.9174 16.529035238973712 0 0 0
55 0 1 0.0 23.1406 6.6116 16.529035238973712 0 0 0
57 0 1 0.0 26.4464 6.6116 16.529035238973712 0 0 0
75 0 1 0.0 23.1406 9.9174 16.529035238973712 0 0 0
77 0 1 0.0 26.4464 9.9174 16.529035238973712 0 0 0
59 0 1 0.0 29.752200000000002 6.6116 16.529035238973712 0 0 0
79 0 1 0.0 29.752200000000002 9.9174 16.529035238973712 0 0 0
81 0 1 0.0 1.243189544381057e-19 13.2232 16.529035238973712 0 0 0
83 0 1 0.0 3.3058 13.2232 16.529035238973712 0 0 0
85 0 1 0.0 6.6116 13.2232 16.529035238973712 0 0 0
87 0 1 0.0 9.9174 13.2232 16.529035238973712 0 0 0
89 0 1 0.0 13.2232 13.2232 16.529035238973712 0 0 0
91 0 1 0.0 16.529 13.2232 16.529035238973712 0 0 0
93 0 1 0.0 19.8348 13.2232 16.529035238973712 0 0 0
95 0 1 0.0 23.1406 13.2232 16.529035238973712 0 0 0
97 0 1 0.0 26.4464 13.2232 16.529035238973712 0 0 0
99 0 1 0.0 29.752200000000002 13.2232 16.529035238973712 0 0 0
101 0 1 0.0 0.0 16.529 16.529035238973712 0 0 0
103 0 1 0.0 3.3058 16.529 16.529035238973712 0 0 0
121 0 1 0.0 1.77598506340151e-20 19.8348 16.529035238973712 0 0 0
123 0 1 0.0 3.3058 19.8348 16.529035238973712 0 0 0
105 0 1 0.0 6.6116 16.529 16.529035238973712 0 0 0
107 0 1 0.0 9.9174 16.529 16.529035238973712 0 0 0
125 0 1 0.0 6.6116 19.8348 16.529035238973712 0 0 0
127 0 1 0.0 9.9174 19.8348 16.529035238973712 0 0 0
109 0 1 0.0 13.2232 16.529 16.529035238973712 0 0 0
129 0 1 0.0 13.2232 19.8348 16.529035238973712 0 0 0
111 0 1 0.0 16.529 16.529 16.529035238973712 0 0 0
113 0 1 0.0 19.8348 16.529 16.529035238973712 0 0 0
131 0 1 0.0 16.529 19.8348 16.529035238973712 0 0 0
133 0 1 0.0 19.8348 19.8348 16.529035238973712 0 0 0
115 0 1 0.0 23.1406 16.529 16.529035238973712 0 0 0
117 0 1 0.0 26.4464 16.529 16.529035238973712 0 0 0
135 0 1 0.0 23.1406 19.8348 16.529035238973712 0 0 0
137 0 1 0.0 26.4464 19.8348 16.529035238973712 0 0 0
119 0 1 0.0 29.752200000000002 16.529 16.529035238973712 0 0 0
139 0 1 0.0 29.752200000000002 19.8348 16.529035238973712 0 0 0
141 0 1 0.0 0.0 23.1406 16.529035238973712 0 0 0
143 0 1 0.0 3.3058 23.1406 16.529035238973712 0 0 0
161 0 1 0.0 0.0 26.4464 16.529035238973712 0 0 0
163 0 1 0.0 3.3058 26.4464 16.529035238973712 0 0 0
145 0 1 0.0 6.6116 23.1406 16.529035238973712 0 0 0
